"talent","attractiveness","fame","is_famous"
1.48,-0.718,1.499,0
-0.455,0.063,-0.777,0
0.49,-0.307,-0.761,0
-0.059,-0.06,0.268,0
-0.66,-0.063,-0.246,0
0.136,0.524,2.333,0
0.29,-0.427,0.807,0
1.073,-0.671,0.994,0
-0.053,2.391,6.24,1
-0.59,-2.601,-6.379,0
-0.773,-0.06,-0.419,0
0.391,0.247,2.139,0
-0.26,-0.849,-2.242,0
0.461,0.628,2.389,0
-0.395,1.056,0.707,0
-0.387,-1.16,-1.216,0
-1.198,0.493,-0.386,0
0.433,0.253,2.814,1
0.789,0.504,3.849,1
-0.908,0.508,-0.505,0
2.166,0.014,4.314,1
0.108,-2.074,-4.054,0
-1.722,-0.164,-2.659,0
0.537,-0.074,2.002,0
0.35,0.654,2.039,0
-0.258,0.109,-0.297,0
0.488,-1.903,-3.598,0
0.53,0.813,3.583,1
0.68,-2.101,-2.32,0
-1.022,-0.042,-2.996,0
0.876,0.937,4.168,1
-0.553,1.264,2.501,0
-0.708,-1.29,-4.311,0
1.416,1.191,4.436,1
-1.776,0.976,-0.191,0
0.841,0.241,1.623,0
-1.78,-0.344,-6.708,0
0.648,-0.817,0.622,0
0.605,0.703,2.79,1
-0.402,-0.26,-0.93,0
-1.313,-1.939,-3.826,0
-0.274,0.836,0.438,0
0.315,-0.641,-1.005,0
2.318,0.055,5.22,1
-0.805,1.079,0.903,0
0.559,1.351,4.043,1
-1.139,1.424,-1.015,0
-2.026,-0.891,-7.208,0
-0.988,0.488,-1.74,0
1.314,0.093,3.049,1
-0.203,-1.335,-3.172,0
0.749,-0.099,0.235,0
-1.503,1.673,-1.268,0
0.212,-0.532,0.357,0
-0.485,0.427,-0.695,0
-0.01,0.003,0.344,0
0.981,0.224,2.041,0
-1.799,-1.219,-5.314,0
0.48,-1.641,-2.566,0
0.872,-0.197,1.113,0
0.276,-0.102,-0.342,0
0.744,0.414,1.543,0
2.081,-0.273,2.065,0
0.415,-0.458,-1.327,0
-0.484,0.52,-0.06,0
0.5,0.783,3.965,1
-0.276,-0.228,-0.921,0
0.041,-0.867,-1.248,0
-2.627,0.481,-3.981,0
-0.701,0.153,-1.229,0
0.357,-0.223,0.738,0
1.672,-0.658,2.528,0
-0.636,-0.101,-2.147,0
0.75,0.518,2.309,0
0.207,0.686,1.623,0
-0.319,-1.252,-4.517,0
-0.117,0.602,-0.213,0
0.588,0.652,3.298,1
1.56,-1.636,1.093,0
-0.02,-2.073,-2.604,0
1.224,-0.761,1.546,0
0.242,-0.547,-2.061,0
0.521,-0.461,1.503,0
-1.153,-0.458,-3.571,0
-0.434,0.374,0.454,0
0.029,0.411,3.099,1
1.688,0.424,2.934,1
-0.833,-0.02,-3.262,0
0.092,-0.983,-2.688,0
0.447,2.201,7.244,1
0.456,-2.096,-3.278,0
-0.135,0.625,0.833,0
0.142,0.589,2.367,0
-1.93,-2.009,-7.895,0
-0.333,-1.688,-3.927,0
-1.127,0.047,-1.344,0
-0.325,-1.15,-1.047,0
0.191,-0.514,-0.317,0
0.859,-2.561,-3.406,0
0.828,1.101,3.042,1
-0.041,-0.534,-1.621,0
-0.658,-1.329,-4.138,0
-0.04,-1.564,-3.215,0
-1.588,1.141,-0.499,0
-0.224,-2.693,-8.446,0
-0.574,1.069,0.698,0
-0.306,0.996,2.66,1
-0.099,-0.58,-0.581,0
-0.952,1.046,0.517,0
-0.832,-0.157,-1.9,0
-1.397,-0.305,-3.395,0
0.902,0.828,2.494,0
1.335,-1.076,0.287,0
-1.017,-1.349,-4.948,0
-0.384,0.241,-0.761,0
1.16,0.356,4.077,1
0.745,1.849,5.536,1
0.845,-0.69,0.239,0
-0.42,1.266,1.559,0
2.022,-0.638,2.502,0
-1.317,0.548,-1.599,0
0.264,-0.506,-2.69,0
-0.128,-0.279,0.059,0
1.408,-0.813,1.937,0
-1.519,1.708,0.538,0
-0.117,1.739,2.546,0
-1.431,0.888,0.471,0
-0.848,-0.994,-2.398,0
-1.531,-1.249,-7.551,0
2.379,1.291,7.164,1
0.083,0.179,0.749,0
-1.431,-0.017,-2.598,0
0.595,0.22,0.431,0
0.788,-0.798,-1.156,0
-0.338,-0.189,-0.201,0
1.136,0.484,3.547,1
-0.588,0.077,-0.21,0
1.061,0.018,2.089,0
-1.746,-0.753,-4.852,0
-0.36,0.142,1.991,0
1.714,-0.297,1.964,0
-1.39,0.27,-2.881,0
-0.988,-1.407,-5.685,0
-0.563,1.101,0.003,0
-1.524,1.193,0.068,0
1.651,1.581,6.433,1
0.088,-0.659,-2.701,0
0.967,0.601,3.667,1
-0.343,-0.579,-2.849,0
1.262,-0.715,0.668,0
0.64,-0.984,-0.74,0
-0.183,1.988,2.918,1
0.258,0.3,2.951,1
0.22,0.546,-1.105,0
1.563,-0.899,1.703,0
0.264,2.023,3.649,1
-0.39,-0.251,-0.669,0
-2.82,0.196,-4.034,0
-1.572,0.264,-1.296,0
-0.011,0.196,2.01,0
-0.358,-0.384,-0.869,0
0.17,-0.604,0.245,0
-0.066,-0.419,-2.303,0
1.426,1.94,3.982,1
-1.409,1.913,2.067,0
-0.724,0.799,-0.533,0
-0.905,-0.714,-3.039,0
0.023,-1.149,-3.027,0
-0.359,0.038,0.18,0
-0.054,0.305,1.089,0
1.09,0.595,2.243,0
1.3,0.258,2.928,1
0.546,2.183,5.82,1
0.477,-0.012,1.708,0
0.988,-0.275,0.926,0
-2.297,-1.036,-5.911,0
0.179,-0.467,-0.092,0
-0.564,0.625,-2.549,0
0.675,1.5,2.861,1
-0.983,-0.85,-4.802,0
-1.32,-0.386,-3.58,0
2.224,0.472,7.302,1
-0.243,0.078,-1.093,0
0.348,1.465,3.085,1
0.042,-1.302,-3.356,0
-1.253,-0.969,-5.378,0
0.294,-2.944,-6.1,0
0.847,-0.401,0.254,0
0.23,-0.562,-1.587,0
-0.928,0.178,-2.905,0
0.942,0.849,4.197,1
1.675,-1.419,1.157,0
1.085,-0.999,-0.456,0
-0.283,0.695,0.938,0
0.181,0.762,2.923,1
-0.741,1.006,0.397,0
1.645,0.683,4.758,1
0.736,0.734,2.136,0
0.185,0.681,2.974,1
-0.865,-1.077,-5.102,0
-0.016,0.379,2.406,0
-0.011,2.558,3.402,1
0.315,0.955,2.537,0
-0.346,0.339,-1.037,0
1.197,0.12,3.629,1
-1.547,0.579,-2.56,0
0.749,1.673,5.645,1
1.639,0.854,4.658,1
-0.453,-0.489,-2.264,0
-0.368,0.972,2.493,0
0.09,0.191,-2.86,0
1.001,-1.054,-0.316,0
0.232,1.04,3.539,1
-0.261,-0.213,-1.032,0
-0.585,-0.176,-2.027,0
-0.115,0.877,1.852,0
0.03,1.778,3.908,1
0.237,0.557,1.202,0
0.679,-0.051,1.835,0
1.076,0.322,2.249,0
-0.928,-0.263,-2.682,0
-0.923,-0.068,-1.926,0
-1.463,-1.336,-5.663,0
0.136,-0.016,0.245,0
-0.342,-0.684,-1.879,0
0.786,-0.571,1.612,0
-0.171,-0.288,-0.767,0
0.971,0.477,3.908,1
-0.438,1.575,5.769,1
-1.12,-0.313,-3.19,0
0.195,-2.04,-3.808,0
-0.966,-0.102,-2.482,0
-1.357,-0.332,-2.349,0
0.612,0.251,0.329,0
-1.161,-0.803,-2.74,0
-0.329,0.43,0.989,0
-0.813,0.74,0.03,0
0.77,-2.963,-4.954,0
-0.273,-0.252,0.51,0
0.015,-1.635,-4.109,0
1.142,-0.117,3.091,1
-0.654,1.168,0.447,0
-0.692,-0.463,-0.809,0
0.576,-0.478,-0.447,0
2.022,0.352,4.517,1
1.129,-0.275,1.801,0
1.045,-0.875,1.195,0
-0.479,0.466,0.373,0
-0.093,-1.596,-4.246,0
0.056,-0.063,-1.551,0
-1.084,0.062,-2.739,0
-0.841,0.101,-0.276,0
0.738,-2.38,-5.967,0
-0.173,-0.901,-0.55,0
-0.98,-0.575,-2.108,0
1.246,0.86,5.5,1
-0.491,-0.158,-1.178,0
0.221,-1.68,-1.83,0
1.476,1.555,7.278,1
-0.838,-0.689,-3.541,0
-2.323,0.737,-4.309,0
0.292,1.261,1.08,0
0.156,-0.677,-1.046,0
0.921,-0.886,-1.448,0
-0.269,-1.276,-2.498,0
-0.585,1.62,2.655,1
0.047,0.018,2.282,0
0.438,-0.732,-1.228,0
0.288,-1.779,-0.356,0
-0.977,-0.723,-2.743,0
1.283,0.09,2.128,0
-0.229,-0.446,-0.461,0
-0.554,0.096,0.441,0
0.191,1.412,2.666,1
-1.832,0.036,-3.376,0
0.385,1.382,3.855,1
0.881,-1.087,-0.8,0
-1.801,0.829,-0.828,0
-0.346,-0.844,-1.899,0
-0.611,0.683,-0.175,0
0.465,0.867,1.21,0
1.76,-0.515,2.573,0
-0.855,1.034,1.033,0
-1.259,-0.421,-4.164,0
-1.108,0.25,-1.691,0
0.112,0.48,0.026,0
-0.618,0.013,0.521,0
-0.826,-0.957,-3.385,0
-0.536,0.474,-0.218,0
-0.428,1.478,3.693,1
0.391,-0.272,0.74,0
0.23,1.307,4.537,1
1.018,0.142,2.375,0
-0.122,1.208,3.754,1
-1.282,1.367,0.627,0
0.286,1.044,2.097,0
-0.899,0.814,0.375,0
0.787,-0.966,0.021,0
0.417,1.08,2.732,1
1.625,-1.677,-0.28,0
-1.85,0.962,-2.516,0
0.572,1.155,3.736,1
-0.708,1.212,1.383,0
-0.61,0.958,-0.586,0
0.057,1.418,2.708,1
0.948,-0.009,2.879,1
-1.249,-0.83,-3.254,0
-1.379,-0.096,-3.081,0
-0.914,1.556,1.841,0
0.599,1.344,3.942,1
0.791,-0.758,0.954,0
-0.663,0.692,1.372,0
1.73,-0.552,1.636,0
-0.945,-1.219,-2.378,0
-1.458,2.603,0.518,0
1.347,0.047,5.386,1
0.378,-0.854,-1.521,0
-1.938,1.674,1.366,0
1.282,0.913,5.145,1
-0.857,1.85,0.746,0
-0.863,-2.051,-6.163,0
-0.139,-2.171,-4.029,0
0.869,0.549,3.062,1
1.242,-1.239,2.262,0
1.762,-0.991,0.507,0
0.315,-1.218,-4.033,0
0.025,-0.344,-0.793,0
-0.824,1.077,2.131,0
-0.417,1.38,0.912,0
1.186,-0.737,1.595,0
-0.474,-0.95,-4.009,0
-0.07,0.766,2.126,0
-0.227,1.702,2.838,1
-0.907,-0.109,-3.436,0
0.752,-0.755,-0.022,0
1.07,0.862,2.751,1
-0.085,0.605,1.773,0
-0.449,0.523,0.276,0
0.208,0.569,1.351,0
0.348,-0.456,-0.207,0
0.038,-0.605,-0.317,0
-1.182,-0.704,-3.097,0
-0.042,-0.708,-2.772,0
0.224,-1.989,-3.103,0
-0.802,-1.007,-4.432,0
-1.378,0.141,-3.015,0
0.639,0.988,5.176,1
1.163,0.082,1.828,0
0.089,0.489,1.807,0
0.322,1.324,4.513,1
-0.755,-0.744,-2.274,0
1.344,1.428,6.388,1
-0.339,1.14,0.902,0
0.757,1.332,4.834,1
-0.627,1.898,1.892,0
0.124,0.491,-2.413,0
-0.057,-1.88,-2.048,0
-0.341,0.582,2.107,0
0.86,-1.269,-2.066,0
-1.115,0.007,-1.026,0
0.361,0.928,1.747,0
-0.383,0.627,-0.793,0
0.498,1.009,1.609,0
0.527,-0.741,-1.465,0
-0.246,-0.865,-0.667,0
0.603,-0.856,-1.363,0
1.737,1.2,3.766,1
0.513,-1.029,0.36,0
-2.096,-1.066,-4.716,0
0.212,-0.992,-1.918,0
-0.965,-0.835,-3.699,0
-1.183,0.314,-3.192,0
-0.217,0.201,0.149,0
0.206,2.065,4.99,1
0.229,1.122,2.408,0
0.001,-0.591,0.01,0
0.522,0.343,4.642,1
0.631,-1.092,1.109,0
0.393,1.42,3.411,1
2.116,0.47,6.196,1
-1.269,2.07,0.462,0
1.174,1.588,5.123,1
0.628,1.441,3.924,1
-2.091,0.907,-2.378,0
0.444,-1.171,-2.335,0
1.512,-0.257,3.187,1
0.168,1.535,4.126,1
-0.326,-1.134,-2.996,0
0.486,1.607,3.592,1
-1.819,-0.497,-4.887,0
-0.251,-0.292,-0.073,0
0.946,0.207,2.346,0
-0.908,-0.019,-1.601,0
-0.66,1.054,-1.416,0
-0.315,0.611,1.308,0
-0.002,-1.421,-3.9,0
0.841,-0.074,1.233,0
-0.532,-0.261,-0.707,0
2.463,-1.14,3.271,1
-0.155,0.394,1.326,0
0.889,0.071,1.622,0
1.12,1.39,5.482,1
-1.265,2.159,1.013,0
-0.304,-1.836,-5.333,0
0.57,-1.284,-1.633,0
0.549,0.876,3.982,1
1.295,0.169,3.304,1
-0.009,-0.131,-0.192,0
1.024,-0.13,0.38,0
0.62,-0.811,0.899,0
0.76,0.582,1.511,0
0.176,1.804,2.944,1
0.527,1.556,3.825,1
-0.146,0.42,-0.49,0
-0.184,0.171,1.124,0
0.606,-1.929,-3.68,0
-0.058,0.332,0.44,0
0.567,0.071,3.463,1
1.428,-0.403,1.338,0
1.13,0.471,3.323,1
-1.293,0.219,-1.283,0
-0.17,1.053,1.446,0
-0.204,-2.147,-5.419,0
0.372,-0.239,0.06,0
-1.45,-0.351,-3.291,0
0.071,0.072,-0.59,0
-1.205,-0.648,-4.329,0
0.544,-1.774,-1.456,0
-1.313,-0.804,-5.444,0
-2.191,0.246,-4.682,0
0.972,-1.276,-0.089,0
1.339,-0.357,-0.061,0
-0.261,-0.455,-0.731,0
-0.426,-0.319,-1.819,0
-1.784,1.906,-0.26,0
0.101,0.526,-0.273,0
0.012,0.217,0.046,0
-1.369,-0.6,-1.878,0
-1.092,0.679,0.177,0
-0.94,0.149,-2.668,0
-0.418,0.632,0.111,0
0.307,-0.077,0.186,0
2.205,-0.157,4.172,1
0.993,-0.65,-0.137,0
0.402,0.059,0.914,0
-0.25,1.814,3.087,1
-2.296,1.79,-3.809,0
0.005,-0.262,0.718,0
-1.616,-1.297,-5.578,0
1.733,0.618,2.861,1
-0.674,-0.292,-1.707,0
-0.094,-0.301,0.408,0
-0.839,-0.729,-2.4,0
-0.239,-1.533,-3.366,0
0.02,-1.229,-2.592,0
-0.075,0.006,-0.866,0
-1.118,-1.298,-5.408,0
0.237,-1.128,-0.858,0
0.658,-0.044,2.075,0
-0.232,-0.892,-3.305,0
1.079,0.147,3.137,1
0.13,1.38,1.569,0
0.332,-1.735,-2.115,0
-0.292,1.523,2.845,1
0.238,-1.362,-1.275,0
1.267,0.689,3.559,1
-0.259,-0.018,1.394,0
-1.667,1.868,-0.234,0
0.029,-0.409,-0.792,0
1.656,0.052,3.66,1
-1.874,0.427,-2.265,0
-1.11,-0.116,-2.84,0
-2.017,-0.028,-5.163,0
2.453,-0.292,4.26,1
1.016,-0.1,2.38,0
-2.563,0.133,-3.974,0
0.488,1.344,3.251,1
0.853,-0.631,0.515,0
-1.757,-0.272,-3.729,0
-1.755,-0.969,-3.942,0
0.32,1.064,1.79,0
-0.843,0.21,0.086,0
1.055,-0.213,0.893,0
-0.16,0.957,1.419,0
-1.077,0.239,-1.71,0
0.09,-1.037,-1.703,0
-1.186,0.276,-0.854,0
0.374,-1.258,-1.705,0
-0.763,0.916,0.044,0
-0.636,2.763,3.162,1
0.236,-0.485,1.552,0
0.165,0.119,0.797,0
1.111,-1.014,-0.366,0
-0.58,1.521,0.513,0
0.298,-0.353,-1.3,0
0.321,0.031,2.18,0
-1.835,-1.273,-6.923,0
-0.058,1.133,3.145,1
-1.095,-0.597,-2.776,0
0.649,-0.405,1.438,0
0.765,-0.502,0.803,0
-0.167,-0.653,-1.72,0
0.042,0.284,-0.38,0
0.363,-0.484,0.361,0
-2.369,-0.187,-4.749,0
1.742,-0.303,2.548,0
0.573,-0.156,-1.248,0
0.164,0.379,-0.625,0
-1.366,1.092,-2.417,0
0.798,0.681,5.007,1
1.299,1.338,6.436,1
0.927,-0.696,0.647,0
-0.023,0.529,0.299,0
1.374,-0.212,1.118,0
-1.297,-0.482,-3.23,0
0.054,-0.351,-1.288,0
-0.912,-0.103,-3.205,0
-0.25,0.493,0.884,0
1.032,0.477,1.861,0
0.323,-0.463,-1.023,0
0.663,1.165,5.455,1
-1.065,-0.36,-1.675,0
0.964,0.821,3.924,1
0.549,0.997,4.074,1
-1.909,0.951,-0.832,0
0.057,0.586,-0.289,0
-1.054,-0.093,-2.439,0
-0.289,1.134,1.743,0
-1.044,-0.948,-3.003,0
-0.836,-0.434,-3.666,0
-0.003,-0.953,-2.169,0
-1.509,-1.319,-5.691,0
-0.708,0.672,0.16,0
0.425,-1.563,-2.412,0
0.597,-1.669,-3.702,0
-1.161,1.014,-3.107,0
-2.269,-0.037,-3.657,0
-0.699,0.343,-0.049,0
-1.144,0.271,-2.715,0
0.833,0.817,2.66,1
1.392,-1.409,-0.308,0
0.418,-0.771,-1.713,0
-0.339,1.19,0.47,0
1.028,-0.036,1.825,0
-0.247,0.663,-0.386,0
-0.882,0.501,-3.136,0
1.413,0.685,3.676,1
-0.461,0.147,-0.661,0
0.291,-0.765,-0.865,0
-0.072,-0.085,-1.126,0
2.142,-0.506,3.46,1
1.365,-0.174,3.304,1
0.081,-1.038,-1.211,0
-0.661,0.194,-1.763,0
-0.741,1.631,2.6,0
0.796,-0.585,-1.22,0
-1.165,0.256,-1.105,0
0.721,0.316,2.397,0
-0.587,0.386,-1.486,0
0.748,-0.572,0.108,0
-0.469,-0.236,-1.036,0
0.789,-0.125,0.245,0
0.924,0.155,0.238,0
-0.14,-2.46,-3.494,0
0.869,1.482,4.738,1
0.369,-0.302,2.081,0
0.627,0.861,4.008,1
0.208,-1.01,-1.531,0
-0.588,-0.056,0.304,0
-0.083,-1.345,-2.53,0
-0.758,-0.13,-1.624,0
-2.174,-0.974,-6.965,0
-0.667,1.873,3.181,1
1.11,-1.374,-0.261,0
-1.988,-0.31,-5.198,0
-0.229,-0.923,-2.653,0
-1.568,-1.626,-5.793,0
-0.555,1.105,3.099,1
0.363,-0.091,-0.252,0
-0.305,-0.047,0.526,0
0.242,0.29,0.225,0
-1.855,0.646,-3.296,0
1.087,-0.759,-0.322,0
0.562,-0.66,-1.08,0
-1.593,0.196,-1.324,0
-0.292,-0.915,-3.455,0
1.012,-1.48,-1.441,0
-1.119,-1.167,-4.522,0
-0.29,-0.092,-0.311,0
0.365,1.053,3.9,1
-0.464,-0.423,-0.734,0
-2.099,0.291,-3.065,0
0.459,-0.173,-0.097,0
0.1,1.061,1.569,0
0.632,-0.634,-1.679,0
-0.332,-1.955,-5.076,0
-1.675,-0.899,-4.675,0
0.685,1.311,5.029,1
0.507,2.182,5.657,1
0.528,0.152,0.413,0
-0.029,-1.033,-2.38,0
0.378,0.904,1.453,0
-0.556,0.411,0.669,0
0.358,1.847,6.318,1
-1.006,-1.183,-4.51,0
-0.422,1.611,4.841,1
-1.009,0.917,-0.48,0
-1.062,0.605,-1.315,0
0.723,-0.111,-0.016,0
-1.043,-0.087,-1.752,0
-1.351,0.875,-1.659,0
-0.049,-0.881,-3.772,0
-0.556,-1.152,-4.437,0
-0.287,-0.113,-1.039,0
-0.835,1.299,4.995,1
0.064,-0.048,0.201,0
-1.006,0.494,-1.944,0
-2.518,0.184,-3.873,0
-1.167,0.701,0.096,0
-0.481,-0.332,-0.973,0
-0.861,0.576,-0.361,0
-0.584,-0.017,-2.169,0
-1.117,-1.098,-4.317,0
1.368,0.455,4.199,1
-0.629,1.521,3.271,1
-0.012,1.226,3.213,1
1.52,0.693,4.857,1
-0.015,-0.797,-0.729,0
0.113,-0.877,-2.884,0
0.075,0.297,-1.802,0
0.088,-1.106,-2.284,0
-1.04,-1.422,-4.45,0
-0.203,1.068,2.454,0
-0.932,1.637,1.511,0
-0.97,0.221,-0.594,0
0.299,-0.248,-0.575,0
-1.968,-0.59,-5.045,0
0.737,-0.558,-0.56,0
1.353,-1.249,-0.818,0
1.761,-0.478,3.276,1
-1.212,1.59,1.211,0
0.579,1.602,5.524,1
-0.162,1.287,2.371,0
-0.327,-0.107,0.45,0
-0.907,0.876,-1.221,0
1.188,1.371,5.213,1
-0.957,1.277,-0.009,0
0.144,-0.522,-2.189,0
0.808,1.008,3.316,1
-1.038,-1.402,-4.586,0
0.215,-0.752,-2.218,0
-0.022,0.357,0.398,0
-0.886,0.546,-0.195,0
1.266,-0.014,3.223,1
-0.281,-0.948,-4.459,0
-3.44,1.476,-3.537,0
0.436,0.717,2.014,0
1.165,-1.001,1.323,0
0.041,-0.393,-1.539,0
-0.01,-0.581,-0.517,0
0.305,-0.732,0.283,0
0.551,0.351,2.349,0
0.104,-0.098,-0.771,0
0.891,-0.294,0.12,0
-1.122,0.787,-0.543,0
0.054,-0.18,-0.181,0
0.221,0.849,1.421,0
-0.623,0.474,0.763,0
0.776,0.026,1.912,0
0.658,-0.128,2.483,0
1.853,0.032,2.644,1
0.994,-1.98,-3.567,0
-1.265,0.784,-0.995,0
0.421,0.799,1.443,0
1.118,0.656,3.27,1
-0.489,-1.413,-3.684,0
0.321,1.312,2.688,1
0.142,0.906,3.084,1
-2.262,0.94,-2.827,0
0.286,-0.207,1.679,0
-0.852,1.024,0.524,0
-1.094,-0.109,-2.395,0
-1.394,1.62,-1.117,0
1.059,-1.416,-0.041,0
-0.232,1.109,1.636,0
-0.417,-0.054,-1.951,0
0.87,0.78,2.333,0
0.511,-0.565,-0.195,0
1.048,2.137,5.007,1
-2.056,1.046,-1.275,0
0.34,1.476,4.543,1
0.114,0.169,2.427,0
-0.317,-0.715,-2.255,0
-0.895,-0.233,-3.953,0
0.257,-0.48,-0.698,0
-0.961,0.034,-1.387,0
-1.531,0.185,-2.549,0
-0.562,0.029,-1.342,0
-1.118,1.214,0.36,0
0.561,0.098,2.263,0
-0.182,0.137,-2.062,0
-0.273,-0.621,-2.469,0
-1.326,0.669,-1.813,0
0.719,0.05,0.81,0
1.929,1.656,7.306,1
0.108,-0.738,-0.243,0
-0.966,0.183,-1.455,0
-1.725,-0.549,-3.045,0
-1.358,0.434,-3.042,0
0.047,1.522,2.565,0
0.975,1.298,5.269,1
1.133,-0.296,2.762,1
-0.873,1.238,0.49,0
-0.877,-1.578,-4.048,0
1.268,1.241,5.507,1
-0.397,1.031,2.018,0
-0.569,-0.314,-0.953,0
1.584,-0.261,3.033,1
-1.193,-0.086,-3.097,0
-1.337,-1.188,-7.252,0
1.159,0.04,3.333,1
0.977,0.168,4.022,1
-0.285,0.121,0.565,0
-0.41,0.484,0.217,0
-2.178,-0.635,-7.728,0
-0.136,-0.266,-0.524,0
-1.199,-0.936,-3.606,0
-0.322,1.361,2.571,0
1.598,1.292,4.948,1
0.867,-0.211,1.092,0
0.506,-0.663,-1.342,0
-0.494,-0.374,-2.351,0
-0.484,1.103,0.246,0
-0.27,-0.259,-1.216,0
0.3,-2.411,-3.417,0
1.519,1.535,5.971,1
-1.148,1.082,-0.758,0
0.421,0.081,-0.257,0
1.053,-0.926,0.247,0
0.933,-1.082,-0.746,0
0.233,0.353,1.598,0
0.465,0.508,3.539,1
2.499,1.018,5.312,1
-0.071,0.982,2.37,0
0.05,-0.093,1.329,0
2.159,0.465,6.49,1
-0.678,-0.128,-2.055,0
0.955,0.792,3.009,1
3.059,-0.629,4.623,1
-0.45,-0.696,-1.737,0
-0.382,-0.565,-0.042,0
0.355,-0.41,0.583,0
-0.415,-0.598,-1.11,0
2.314,-0.646,4.894,1
0.507,1.064,4.642,1
1.148,1.31,7.524,1
1.609,2.001,6.098,1
1.089,-0.14,3.921,1
1.734,1.818,8.064,1
-0.795,-1.108,-3.603,0
0.26,1.692,4.315,1
0.941,0.104,2.637,1
-0.158,0.407,-1.273,0
0.009,-0.06,0.385,0
-0.305,0.559,0.6,0
0.166,1.383,3.385,1
0.394,0.407,1.607,0
-1.596,0.423,-2.246,0
0.058,-0.454,-0.319,0
-2.618,0.401,-3.688,0
-0.549,-0.597,-3.419,0
-2.292,0.21,-2.657,0
-0.135,-1.243,-1.294,0
0.034,1.605,2.36,0
-0.366,-0.576,-1.114,0
-0.622,-1.212,-5.207,0
-2.198,-0.792,-4.971,0
0.591,-1.61,-3.658,0
1.951,1.437,4.822,1
-1.063,0.232,-1.179,0
-0.447,0.809,1.857,0
0.164,0.458,2.363,0
-0.663,0.287,-0.476,0
0.234,-0.301,-0.426,0
0.904,-0.513,0.089,0
0.979,-0.563,0.742,0
-1.844,-1.016,-5.865,0
0.05,0.399,0.718,0
1.091,1.578,4.492,1
0.998,-0.29,0.339,0
0.552,0.209,1.175,0
1.718,0.84,3.26,1
-1.416,-1.07,-3.378,0
0.701,0.137,-0.148,0
-1.515,-0.187,-3.381,0
0.364,-0.338,-0.201,0
1.516,0.557,3.252,1
-0.294,1,0.509,0
-0.584,0.438,-0.689,0
-2.405,-0.135,-6.209,0
-0.947,-0.243,-2.455,0
0.356,0.853,3.11,1
0.193,-0.417,1.095,0
0.545,0.175,3.667,1
-0.812,-1.002,-3.395,0
-1.656,-0.708,-5.53,0
-0.356,-1.46,-5.188,0
-0.236,-0.533,-2.761,0
1.75,-0.662,0.979,0
-0.269,-0.309,-2.058,0
0.252,1.819,5.51,1
-0.531,0.952,0.295,0
-1.712,0.772,-3.058,0
-0.623,-0.537,-1.849,0
1.957,-0.422,2.972,1
1.294,-0.168,4.081,1
1.709,0.849,5.193,1
0.896,-0.571,2.332,0
-1.403,0.693,-1.707,0
0.061,-0.941,-2.763,0
0.105,-1.364,-3.5,0
0.207,0.298,-0.342,0
1.154,2.103,5.174,1
-2.618,-0.746,-8.847,0
-0.686,0.479,0.094,0
-0.367,-1.516,-4.273,0
0.307,-0.247,0.29,0
0.208,-1.367,-3.478,0
-2.761,-1.325,-8.848,0
0.62,0.967,3.855,1
-0.276,0.852,1.087,0
0.305,-2.256,-4.09,0
-1.424,1.56,-0.028,0
-1.354,-0.298,-4.785,0
0.313,0.015,1.583,0
-0.061,0.706,-0.215,0
0.214,-1.854,-3.317,0
-1.088,0.539,-0.844,0
-1.993,0.931,-2.775,0
-0.588,0.21,-0.523,0
-0.637,-0.593,-3.805,0
-0.816,1.709,0.204,0
-0.694,0.13,0.874,0
0.99,-1.225,-0.287,0
-0.16,0.508,0.87,0
-0.511,0.007,-1.767,0
-1.389,-0.021,-2.696,0
-0.383,-0.843,-0.418,0
-0.762,0.08,-1.567,0
-1.358,-0.331,-3.605,0
-0.052,0.743,2.582,0
1.918,0.374,5.865,1
-0.19,0.947,4.063,1
0.032,0.388,2.175,0
0.002,2.513,4.314,1
-0.794,1.149,1.459,0
0.355,1.834,4.748,1
-0.586,0.54,0.537,0
-0.555,-1.008,-2.328,0
-0.285,-0.095,-0.673,0
0.714,0.929,4.581,1
-1.581,0.099,-4.094,0
-0.899,0.473,-2.49,0
0.92,-0.486,1.131,0
0.808,1.179,3.246,1
-0.881,0.746,1.153,0
0.166,-0.474,-0.318,0
0.164,-0.923,-1.975,0
0.053,-0.685,0.153,0
0.724,-1.004,-0.702,0
0.417,-0.232,0.878,0
1.792,-0.852,2.331,0
1.818,0.018,2.333,0
0.719,-0.931,1.48,0
-0.418,1.212,0.588,0
-1.068,0.602,-2.071,0
-0.773,-0.976,-2.628,0
-0.934,0.296,-0.706,0
-0.751,1.833,1.875,0
0.15,2.118,2.22,0
-2.01,0.772,-1.271,0
1.807,0.293,3.625,1
-1.794,0.216,-1.844,0
-0.413,1.506,2.157,0
1.125,0.655,4.469,1
-0.79,-0.758,-1.006,0
0.589,-0.379,1.242,0
0.123,-1.054,-1.841,0
0.832,0.161,2.389,0
1.167,0.095,2.73,1
-0.323,2.294,4.735,1
1.112,-1.422,-0.215,0
0.878,-0.051,1.75,0
-0.196,0.491,0.538,0
1.981,-2.311,-1.305,0
1.204,-0.465,2.531,0
-0.657,1.351,2.431,0
-0.201,-0.868,-0.646,0
0.516,1.009,0.36,0
0.479,0.737,3.41,1
0.765,1.65,4.752,1
-1.085,-0.613,-5.034,0
2.179,0.221,3.546,1
